"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3TLFH2L6Y9O3BUFUNU3WX3I9GS6T2Y","3W9SL2918E0DBBW868R550FKOTYZBC","Multiple Choice Task","This is a 50-question multiple-choice task.","survey, multiple-choice","$0.22","Sun Nov 26 07:17:52 PST 2017","240","BatchId:3024001;OriginalHitTemplateId:920937340;","1200","691200","Tue Nov 28 07:17:52 PST 2017","","","3018Q3ZVOIQHM2U0MNWHSQWCQMNARC","A2EMWGAJBN1HGE","Submitted","Sun Nov 26 08:45:33 PST 2017","Sun Nov 26 08:52:36 PST 2017","Mon Dec 04 08:52:36 PST 2017","","","","423","0% (0/0)","0% (0/0)","0% (0/0)","850949750"
"3TLFH2L6Y9O3BUFUNU3WX3I9GS6T2Y","3W9SL2918E0DBBW868R550FKOTYZBC","Multiple Choice Task","This is a 50-question multiple-choice task.","survey, multiple-choice","$0.22","Sun Nov 26 07:17:52 PST 2017","240","BatchId:3024001;OriginalHitTemplateId:920937340;","1200","691200","Tue Nov 28 07:17:52 PST 2017","","","30H4UDGLT2IXCQNA6YIXWMRXJLTPMO","A3ET7CEGM3WCQ3","Submitted","Sun Nov 26 14:29:37 PST 2017","Sun Nov 26 14:35:59 PST 2017","Mon Dec 04 14:35:59 PST 2017","","","","382","0% (0/0)","0% (0/0)","0% (0/0)","600135690"
"3TLFH2L6Y9O3BUFUNU3WX3I9GS6T2Y","3W9SL2918E0DBBW868R550FKOTYZBC","Multiple Choice Task","This is a 50-question multiple-choice task.","survey, multiple-choice","$0.22","Sun Nov 26 07:17:52 PST 2017","240","BatchId:3024001;OriginalHitTemplateId:920937340;","1200","691200","Tue Nov 28 07:17:52 PST 2017","","","30IQTZXKAK65ILIU3K5GS26NIHUX02","A2QPMJ4GADLUW2","Submitted","Sun Nov 26 07:26:00 PST 2017","Sun Nov 26 07:33:31 PST 2017","Mon Dec 04 07:33:31 PST 2017","","","","451","0% (0/0)","0% (0/0)","0% (0/0)","974147617"
"3TLFH2L6Y9O3BUFUNU3WX3I9GS6T2Y","3W9SL2918E0DBBW868R550FKOTYZBC","Multiple Choice Task","This is a 50-question multiple-choice task.","survey, multiple-choice","$0.22","Sun Nov 26 07:17:52 PST 2017","240","BatchId:3024001;OriginalHitTemplateId:920937340;","1200","691200","Tue Nov 28 07:17:52 PST 2017","","","30JNVC0OR9KWKONEFEH94M9B7VHQH8","A25GK6PV0R9QBO","Submitted","Sun Nov 26 15:14:37 PST 2017","Sun Nov 26 15:19:01 PST 2017","Mon Dec 04 15:19:01 PST 2017","","","","264","0% (0/0)","0% (0/0)","0% (0/0)","778319614"
"3TLFH2L6Y9O3BUFUNU3WX3I9GS6T2Y","3W9SL2918E0DBBW868R550FKOTYZBC","Multiple Choice Task","This is a 50-question multiple-choice task.","survey, multiple-choice","$0.22","Sun Nov 26 07:17:52 PST 2017","240","BatchId:3024001;OriginalHitTemplateId:920937340;","1200","691200","Tue Nov 28 07:17:52 PST 2017","","","30OG32W0SUBZXHJK9LHMFPHTA4XENO","A1B54URWGA0WFB","Submitted","Sun Nov 26 09:53:21 PST 2017","Sun Nov 26 10:01:56 PST 2017","Mon Dec 04 10:01:56 PST 2017","","","","515","0% (0/0)","0% (0/0)","0% (0/0)","584361714"
"3TLFH2L6Y9O3BUFUNU3WX3I9GS6T2Y","3W9SL2918E0DBBW868R550FKOTYZBC","Multiple Choice Task","This is a 50-question multiple-choice task.","survey, multiple-choice","$0.22","Sun Nov 26 07:17:52 PST 2017","240","BatchId:3024001;OriginalHitTemplateId:920937340;","1200","691200","Tue Nov 28 07:17:52 PST 2017","","","30ZX6P7VF8VBJBGJ13UTKHRN4HAJ2V","A27IUQDZPHETTP","Submitted","Sun Nov 26 16:26:50 PST 2017","Sun Nov 26 16:35:22 PST 2017","Mon Dec 04 16:35:22 PST 2017","","","","512","0% (0/0)","0% (0/0)","0% (0/0)","621635117"
"3TLFH2L6Y9O3BUFUNU3WX3I9GS6T2Y","3W9SL2918E0DBBW868R550FKOTYZBC","Multiple Choice Task","This is a 50-question multiple-choice task.","survey, multiple-choice","$0.22","Sun Nov 26 07:17:52 PST 2017","240","BatchId:3024001;OriginalHitTemplateId:920937340;","1200","691200","Tue Nov 28 07:17:52 PST 2017","","","3137ONMDKG5TNP2YMH4RP58W9SGEGL","A1F2QQ8D4373H1","Submitted","Sun Nov 26 15:17:47 PST 2017","Sun Nov 26 15:22:32 PST 2017","Mon Dec 04 15:22:32 PST 2017","","","","285","0% (0/0)","0% (0/0)","0% (0/0)","567515919"
"3TLFH2L6Y9O3BUFUNU3WX3I9GS6T2Y","3W9SL2918E0DBBW868R550FKOTYZBC","Multiple Choice Task","This is a 50-question multiple-choice task.","survey, multiple-choice","$0.22","Sun Nov 26 07:17:52 PST 2017","240","BatchId:3024001;OriginalHitTemplateId:920937340;","1200","691200","Tue Nov 28 07:17:52 PST 2017","","","317HQ483I7SBDML6547D04FL2X4IN1","ATV9UD5ZDKX9L","Submitted","Sun Nov 26 09:47:17 PST 2017","Sun Nov 26 09:56:22 PST 2017","Mon Dec 04 09:56:22 PST 2017","","","","545","0% (0/0)","0% (0/0)","0% (0/0)","531894538"
"3TLFH2L6Y9O3BUFUNU3WX3I9GS6T2Y","3W9SL2918E0DBBW868R550FKOTYZBC","Multiple Choice Task","This is a 50-question multiple-choice task.","survey, multiple-choice","$0.22","Sun Nov 26 07:17:52 PST 2017","240","BatchId:3024001;OriginalHitTemplateId:920937340;","1200","691200","Tue Nov 28 07:17:52 PST 2017","","","31EUONYN2V3YHD5I5Q69UI5K096OVK","A12JFHCJC680PV","Submitted","Sun Nov 26 11:19:36 PST 2017","Sun Nov 26 11:27:07 PST 2017","Mon Dec 04 11:27:07 PST 2017","","","","451","0% (0/0)","0% (0/0)","0% (0/0)","13397502"
"3TLFH2L6Y9O3BUFUNU3WX3I9GS6T2Y","3W9SL2918E0DBBW868R550FKOTYZBC","Multiple Choice Task","This is a 50-question multiple-choice task.","survey, multiple-choice","$0.22","Sun Nov 26 07:17:52 PST 2017","240","BatchId:3024001;OriginalHitTemplateId:920937340;","1200","691200","Tue Nov 28 07:17:52 PST 2017","","","31HQ4X3T3SAAJ0LHY3LCREHJ60DLS1","A1131ZL7O5GM6R","Submitted","Sun Nov 26 16:15:42 PST 2017","Sun Nov 26 16:25:54 PST 2017","Mon Dec 04 16:25:54 PST 2017","","","","612","0% (0/0)","0% (0/0)","0% (0/0)","941913055"
"3TLFH2L6Y9O3BUFUNU3WX3I9GS6T2Y","3W9SL2918E0DBBW868R550FKOTYZBC","Multiple Choice Task","This is a 50-question multiple-choice task.","survey, multiple-choice","$0.22","Sun Nov 26 07:17:52 PST 2017","240","BatchId:3024001;OriginalHitTemplateId:920937340;","1200","691200","Tue Nov 28 07:17:52 PST 2017","","","31Q0U3WYDPFBAVXLHQ5IC8C9LGR17K","A5ZX7W5SUM0CO","Submitted","Sun Nov 26 13:15:01 PST 2017","Sun Nov 26 13:19:40 PST 2017","Mon Dec 04 13:19:40 PST 2017","","","","279","0% (0/0)","0% (0/0)","0% (0/0)","24778258"
"3TLFH2L6Y9O3BUFUNU3WX3I9GS6T2Y","3W9SL2918E0DBBW868R550FKOTYZBC","Multiple Choice Task","This is a 50-question multiple-choice task.","survey, multiple-choice","$0.22","Sun Nov 26 07:17:52 PST 2017","240","BatchId:3024001;OriginalHitTemplateId:920937340;","1200","691200","Tue Nov 28 07:17:52 PST 2017","","","31QNSG6A5RTTLVH6GBEXRIZHZMX78A","AHN17C4CRTC4K","Submitted","Sun Nov 26 12:44:30 PST 2017","Sun Nov 26 12:53:24 PST 2017","Mon Dec 04 12:53:24 PST 2017","","","","534","0% (0/0)","0% (0/0)","0% (0/0)","376805526"
"3TLFH2L6Y9O3BUFUNU3WX3I9GS6T2Y","3W9SL2918E0DBBW868R550FKOTYZBC","Multiple Choice Task","This is a 50-question multiple-choice task.","survey, multiple-choice","$0.22","Sun Nov 26 07:17:52 PST 2017","240","BatchId:3024001;OriginalHitTemplateId:920937340;","1200","691200","Tue Nov 28 07:17:52 PST 2017","","","31Z0PCVWUKFCJF9UJ9PSIEV4DZM7T3","A2CK566Z4YFO00","Submitted","Sun Nov 26 16:07:22 PST 2017","Sun Nov 26 16:20:56 PST 2017","Mon Dec 04 16:20:56 PST 2017","","","","814","0% (0/0)","0% (0/0)","0% (0/0)","727912233"
