"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3LB1BGHFL2WTCF81GFAR67JEV1RYTY","3X8M0CO8US8Y6LS8OGK3FE7DHM3PVJ","Multiple Choice Task","This is a 50-question multiple-choice task.","survey, multiple-choice","$0.25","Sun Oct 29 05:23:19 PDT 2017","50","BatchId:2988349;OriginalHitTemplateId:920937340;","1200","259200","Tue Oct 31 05:23:19 PDT 2017","","","30BXRYBRP4X14LJ0RNGFWBRXUTVWH8","A18LFH7XW61JO9","Submitted","Sun Oct 29 05:24:02 PDT 2017","Sun Oct 29 05:34:24 PDT 2017","Wed Nov 01 05:34:24 PDT 2017","","","","622","0% (0/0)","0% (0/0)","0% (0/0)","355558411"
"3LB1BGHFL2WTCF81GFAR67JEV1RYTY","3X8M0CO8US8Y6LS8OGK3FE7DHM3PVJ","Multiple Choice Task","This is a 50-question multiple-choice task.","survey, multiple-choice","$0.25","Sun Oct 29 05:23:19 PDT 2017","50","BatchId:2988349;OriginalHitTemplateId:920937340;","1200","259200","Tue Oct 31 05:23:19 PDT 2017","","","31QNSG6A5RTTLVH6GBEXRIZHYJX783","A2KDAMD5LF5QIB","Submitted","Sun Oct 29 05:27:11 PDT 2017","Sun Oct 29 05:31:05 PDT 2017","Wed Nov 01 05:31:05 PDT 2017","","","","234","0% (0/0)","0% (0/0)","0% (0/0)","393556746"
"3LB1BGHFL2WTCF81GFAR67JEV1RYTY","3X8M0CO8US8Y6LS8OGK3FE7DHM3PVJ","Multiple Choice Task","This is a 50-question multiple-choice task.","survey, multiple-choice","$0.25","Sun Oct 29 05:23:19 PDT 2017","50","BatchId:2988349;OriginalHitTemplateId:920937340;","1200","259200","Tue Oct 31 05:23:19 PDT 2017","","","32EYX73OY0911B8YSSD8SR86WMIRU1","AZHAEAUN4XD7J","Submitted","Sun Oct 29 05:27:01 PDT 2017","Sun Oct 29 05:31:56 PDT 2017","Wed Nov 01 05:31:56 PDT 2017","","","","295","0% (0/0)","0% (0/0)","0% (0/0)","800266811"
"3LB1BGHFL2WTCF81GFAR67JEV1RYTY","3X8M0CO8US8Y6LS8OGK3FE7DHM3PVJ","Multiple Choice Task","This is a 50-question multiple-choice task.","survey, multiple-choice","$0.25","Sun Oct 29 05:23:19 PDT 2017","50","BatchId:2988349;OriginalHitTemplateId:920937340;","1200","259200","Tue Oct 31 05:23:19 PDT 2017","","","32KTQ2V7RDFCK373P9M0AWRIDEA9M5","A243X2Y9HP7630","Submitted","Sun Oct 29 05:23:45 PDT 2017","Sun Oct 29 05:27:06 PDT 2017","Wed Nov 01 05:27:06 PDT 2017","","","","201","0% (0/0)","0% (0/0)","0% (0/0)","718387046"
"3LB1BGHFL2WTCF81GFAR67JEV1RYTY","3X8M0CO8US8Y6LS8OGK3FE7DHM3PVJ","Multiple Choice Task","This is a 50-question multiple-choice task.","survey, multiple-choice","$0.25","Sun Oct 29 05:23:19 PDT 2017","50","BatchId:2988349;OriginalHitTemplateId:920937340;","1200","259200","Tue Oct 31 05:23:19 PDT 2017","","","32RIADZISS4ELSEWSBMV5XF8JBDS43","A27CB6JIC5MZFR","Submitted","Sun Oct 29 05:34:35 PDT 2017","Sun Oct 29 05:42:31 PDT 2017","Wed Nov 01 05:42:31 PDT 2017","","","","476","0% (0/0)","0% (0/0)","0% (0/0)","236903734"
"3LB1BGHFL2WTCF81GFAR67JEV1RYTY","3X8M0CO8US8Y6LS8OGK3FE7DHM3PVJ","Multiple Choice Task","This is a 50-question multiple-choice task.","survey, multiple-choice","$0.25","Sun Oct 29 05:23:19 PDT 2017","50","BatchId:2988349;OriginalHitTemplateId:920937340;","1200","259200","Tue Oct 31 05:23:19 PDT 2017","","","32RIADZISS4ELSEWSBMV5XF8JBE4SG","A15F2JTVAJXITI","Submitted","Sun Oct 29 05:30:37 PDT 2017","Sun Oct 29 05:35:55 PDT 2017","Wed Nov 01 05:35:55 PDT 2017","","","","318","0% (0/0)","0% (0/0)","0% (0/0)","735167646"
"3LB1BGHFL2WTCF81GFAR67JEV1RYTY","3X8M0CO8US8Y6LS8OGK3FE7DHM3PVJ","Multiple Choice Task","This is a 50-question multiple-choice task.","survey, multiple-choice","$0.25","Sun Oct 29 05:23:19 PDT 2017","50","BatchId:2988349;OriginalHitTemplateId:920937340;","1200","259200","Tue Oct 31 05:23:19 PDT 2017","","","33OOO72IVHLIVW4QAQX3Y0NID79CTQ","A12723JDRPT207","Submitted","Sun Oct 29 06:03:00 PDT 2017","Sun Oct 29 06:09:52 PDT 2017","Wed Nov 01 06:09:52 PDT 2017","","","","412","0% (0/0)","0% (0/0)","0% (0/0)","556160172"
"3LB1BGHFL2WTCF81GFAR67JEV1RYTY","3X8M0CO8US8Y6LS8OGK3FE7DHM3PVJ","Multiple Choice Task","This is a 50-question multiple-choice task.","survey, multiple-choice","$0.25","Sun Oct 29 05:23:19 PDT 2017","50","BatchId:2988349;OriginalHitTemplateId:920937340;","1200","259200","Tue Oct 31 05:23:19 PDT 2017","","","33TIN5LC04ACEKWH8CAB4REPMOO9YV","AZIAQJWXTSFUX","Submitted","Sun Oct 29 05:46:16 PDT 2017","Sun Oct 29 05:55:11 PDT 2017","Wed Nov 01 05:55:11 PDT 2017","","","","535","0% (0/0)","0% (0/0)","0% (0/0)","742430336"
"3LB1BGHFL2WTCF81GFAR67JEV1RYTY","3X8M0CO8US8Y6LS8OGK3FE7DHM3PVJ","Multiple Choice Task","This is a 50-question multiple-choice task.","survey, multiple-choice","$0.25","Sun Oct 29 05:23:19 PDT 2017","50","BatchId:2988349;OriginalHitTemplateId:920937340;","1200","259200","Tue Oct 31 05:23:19 PDT 2017","","","3483FV8BEEJZVG1CHK04BDMIH8L26W","A2I9PUZT19ZBO8","Submitted","Sun Oct 29 05:29:56 PDT 2017","Sun Oct 29 05:39:37 PDT 2017","Wed Nov 01 05:39:37 PDT 2017","","","","581","0% (0/0)","0% (0/0)","0% (0/0)","782370368"
"3LB1BGHFL2WTCF81GFAR67JEV1RYTY","3X8M0CO8US8Y6LS8OGK3FE7DHM3PVJ","Multiple Choice Task","This is a 50-question multiple-choice task.","survey, multiple-choice","$0.25","Sun Oct 29 05:23:19 PDT 2017","50","BatchId:2988349;OriginalHitTemplateId:920937340;","1200","259200","Tue Oct 31 05:23:19 PDT 2017","","","35L9RVQFCOIOCHUVWN1EEN609DKUH7","A9J48W1C9IZAI","Submitted","Sun Oct 29 05:25:19 PDT 2017","Sun Oct 29 05:30:51 PDT 2017","Wed Nov 01 05:30:51 PDT 2017","","","","332","0% (0/0)","0% (0/0)","0% (0/0)","948104870"
