StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,worker_id,Timer0_First Click,Timer0_Last Click,Timer0_Page Submit,Timer0_Click Count,CQ1,CQ2_1,CQ2_2,CQ2_3,CQ2_4,CQ3,CQ4,CQ5,Timer1_First Click,Timer1_Last Click,Timer1_Page Submit,Timer1_Click Count,Timer2_First Click,Timer2_Last Click,Timer2_Page Submit,Timer2_Click Count,TQ1,TQ2,TQ3,TQ4,TQ5,TQ6,TQ7,TQ8,TQ9,TQ10,TQ11,TQ12,TQ13,TQ14,TQ15,TQ16,SQ1,TQ17,TQ18,TQ19,TQ20,TQ21,TQ22,TQ23,TQ24,TQ25,TQ26,TQ27,TQ28,TQ29,TQ30,TQ31,TQ32,TQ33,SQ2,TQ34,TQ35,TQ36,TQ37,TQ38,TQ39,TQ40,TQ41,TQ42,TQ43,TQ44,TQ45,TQ46,TQ47,TQ48,mTurkCode
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Please provide us your Amazon Mechanical Turk (AMT) Worker ID for payment:,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,What portion of your friends own pets?,Please rank your preferences to work with the following media: - Audio,Please rank your preferences to work with the following media: - Text,Please rank your preferences to work with the following media: - Images,Please rank your preferences to work with the following media: - Other,"Have your ever lived with any dogs in your household? If not, have you ever planned to own a dog?","On average, how many tasks on Amazon Mechanical Turk do you complete every week?",Do you use Linkedin? (no need to provide any links),Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,mTurkCode
"{""ImportId"":""startDate"",""timeZone"":""America/Los_Angeles""}","{""ImportId"":""endDate"",""timeZone"":""America/Los_Angeles""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Los_Angeles""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID208_TEXT""}","{""ImportId"":""QID212_FIRST_CLICK""}","{""ImportId"":""QID212_LAST_CLICK""}","{""ImportId"":""QID212_PAGE_SUBMIT""}","{""ImportId"":""QID212_CLICK_COUNT""}","{""ImportId"":""QID154""}","{""ImportId"":""QID155_1""}","{""ImportId"":""QID155_2""}","{""ImportId"":""QID155_3""}","{""ImportId"":""QID155_4""}","{""ImportId"":""QID156""}","{""ImportId"":""QID157""}","{""ImportId"":""QID158""}","{""ImportId"":""QID213_FIRST_CLICK""}","{""ImportId"":""QID213_LAST_CLICK""}","{""ImportId"":""QID213_PAGE_SUBMIT""}","{""ImportId"":""QID213_CLICK_COUNT""}","{""ImportId"":""QID47_FIRST_CLICK""}","{""ImportId"":""QID47_LAST_CLICK""}","{""ImportId"":""QID47_PAGE_SUBMIT""}","{""ImportId"":""QID47_CLICK_COUNT""}","{""ImportId"":""QID45""}","{""ImportId"":""QID160""}","{""ImportId"":""QID159""}","{""ImportId"":""QID161""}","{""ImportId"":""QID162""}","{""ImportId"":""QID163""}","{""ImportId"":""QID164""}","{""ImportId"":""QID165""}","{""ImportId"":""QID166""}","{""ImportId"":""QID167""}","{""ImportId"":""QID168""}","{""ImportId"":""QID169""}","{""ImportId"":""QID170""}","{""ImportId"":""QID171""}","{""ImportId"":""QID172""}","{""ImportId"":""QID173""}","{""ImportId"":""QID174""}","{""ImportId"":""QID175""}","{""ImportId"":""QID176""}","{""ImportId"":""QID177""}","{""ImportId"":""QID178""}","{""ImportId"":""QID179""}","{""ImportId"":""QID180""}","{""ImportId"":""QID181""}","{""ImportId"":""QID182""}","{""ImportId"":""QID183""}","{""ImportId"":""QID184""}","{""ImportId"":""QID185""}","{""ImportId"":""QID186""}","{""ImportId"":""QID187""}","{""ImportId"":""QID188""}","{""ImportId"":""QID189""}","{""ImportId"":""QID190""}","{""ImportId"":""QID191""}","{""ImportId"":""QID192""}","{""ImportId"":""QID193""}","{""ImportId"":""QID194""}","{""ImportId"":""QID195""}","{""ImportId"":""QID196""}","{""ImportId"":""QID197""}","{""ImportId"":""QID198""}","{""ImportId"":""QID199""}","{""ImportId"":""QID200""}","{""ImportId"":""QID201""}","{""ImportId"":""QID202""}","{""ImportId"":""QID203""}","{""ImportId"":""QID204""}","{""ImportId"":""QID205""}","{""ImportId"":""QID206""}","{""ImportId"":""QID207""}","{""ImportId"":""mTurkCode""}"
2017-11-11 23:18:34,2017-11-11 23:20:00,Survey Preview,,100,86,True,2017-11-11 23:20:01,R_3Mhd9mV1GvSdJ33,,,,,37.622802734375,-122.43640136719,preview,EN,Legg,1.414,7.508,9.079,4,around half,1,3,2,4,Yes,21 to 30,No,1.415,7.508,9.079,4,0.36,65.359,66.887,50,Shih Tzu,Yorkshire Terrier,Boston Bull,Bloodhound,Bloodhound,Irish Wolfhound,Cocker Spaniel,Not A Dog,Cocker Spaniel,Saluki,Shih Tzu,Cocker Spaniel,Golden retriever,Bloodhound,Yorkshire Terrier,Golden retriever,Bloodhound,Shih Tzu,Bloodhound,Yorkshire Terrier,Bloodhound,Bloodhound,Irish Wolfhound,Boston Bull,Golden retriever,Boston Bull,Bloodhound,Saluki,Bloodhound,Bloodhound,Golden retriever,Cocker Spaniel,Boston Bull,Cocker Spaniel,Boston Bull,Boston Bull,Shih Tzu,Cocker Spaniel,Saluki,Irish Wolfhound,Boston Bull,Bloodhound,Shih Tzu,Cocker Spaniel,Golden retriever,Boston Bull,Golden retriever,Golden retriever,Cocker Spaniel,Golden retriever,706858462
2017-11-12 02:40:20,2017-11-12 02:44:29,IP Address,199.244.51.91,100,248,True,2017-11-12 02:44:30,R_3ltaEb3H5Ma3a5S,,,,,40.760498046875,-73.993301391602,anonymous,EN,A5I4Y0GXJM69D,2.817,13.097,15.154,5,around half,1,4,3,2,Yes,11 to 20,Yes,2.817,13.097,15.154,5,3.804,194.539,218.469,54,Boston Bull,Yorkshire Terrier,Yorkshire Terrier,Yorkshire Terrier,Cocker Spaniel,Golden retriever,Yorkshire Terrier,Cocker Spaniel,Irish Wolfhound,Boston Bull,Boston Bull,Boston Bull,Yorkshire Terrier,Yorkshire Terrier,Boston Bull,Cocker Spaniel,Boston Bull,Cocker Spaniel,Yorkshire Terrier,Shih Tzu,Yorkshire Terrier,Yorkshire Terrier,Golden retriever,Boston Bull,Boston Bull,Cocker Spaniel,Boston Bull,Bloodhound,Boston Bull,Yorkshire Terrier,Shih Tzu,Boston Bull,Boston Bull,Boston Bull,Shih Tzu,Bloodhound,Yorkshire Terrier,Golden retriever,Bloodhound,Golden retriever,Saluki,Golden retriever,Boston Bull,Yorkshire Terrier,Boston Bull,Boston Bull,Boston Bull,Yorkshire Terrier,Shih Tzu,Yorkshire Terrier,394989701
2017-11-12 02:42:52,2017-11-12 02:46:24,IP Address,163.53.73.150,100,212,True,2017-11-12 02:46:25,R_21vtK5eF3z7twyi,,,,,21.233306884766,81.63330078125,anonymous,EN,A2RWG1BDW949U1,4.825,20.792,21.782,5,a lot less than half,3,1,2,4,Yes,41 or more,Yes,4.825,20.792,21.781,5,2.095,152.282,152.92,52,Boston Bull,Shih Tzu,Yorkshire Terrier,Saluki,Irish Wolfhound,Golden retriever,Golden retriever,Shih Tzu,Bloodhound,Shih Tzu,Shih Tzu,Bloodhound,Shih Tzu,Cocker Spaniel,Bloodhound,Shih Tzu,Not A Dog,Cocker Spaniel,Golden retriever,Golden retriever,Irish Wolfhound,Yorkshire Terrier,Bloodhound,Golden retriever,Irish Wolfhound,Boston Bull,Yorkshire Terrier,Cocker Spaniel,Yorkshire Terrier,Golden retriever,Yorkshire Terrier,Irish Wolfhound,Irish Wolfhound,Boston Bull,Irish Wolfhound,Yorkshire Terrier,Boston Bull,Golden retriever,Bloodhound,Golden retriever,Bloodhound,Irish Wolfhound,Boston Bull,Shih Tzu,Bloodhound,Boston Bull,Yorkshire Terrier,Shih Tzu,Yorkshire Terrier,Bloodhound,946462822
2017-11-12 02:41:44,2017-11-12 02:47:08,IP Address,194.126.168.59,100,323,True,2017-11-12 02:47:09,R_2RUDllQZKGcDjgC,,,,,55.041107177734,82.934387207031,anonymous,EN,A2Z596CRYWL6XC,6.037,51.029,52.034,4,a lot less than half,3,1,2,4,Yes,41 or more,Yes,6.038,51.029,52.034,4,14.33,240.089,240.831,52,Boston Bull,Shih Tzu,Shih Tzu,Cocker Spaniel,Irish Wolfhound,Golden retriever,Cocker Spaniel,Yorkshire Terrier,Saluki,Shih Tzu,Yorkshire Terrier,Bloodhound,Shih Tzu,Irish Wolfhound,Saluki,Yorkshire Terrier,Not A Dog,Cocker Spaniel,Golden retriever,Golden retriever,Irish Wolfhound,Golden retriever,Bloodhound,Cocker Spaniel,Saluki,Boston Bull,Saluki,Cocker Spaniel,Irish Wolfhound,Golden retriever,Yorkshire Terrier,Saluki,Cocker Spaniel,Boston Bull,Not A Dog,Cocker Spaniel,Boston Bull,Golden retriever,Bloodhound,Golden retriever,Bloodhound,Saluki,Boston Bull,Shih Tzu,Bloodhound,Boston Bull,Irish Wolfhound,Shih Tzu,Irish Wolfhound,Bloodhound,951220206
2017-11-12 02:40:58,2017-11-12 02:48:30,IP Address,157.50.20.165,100,452,True,2017-11-12 02:48:31,R_3F4Zqmoj8UM05Cs,,,,,13.083297729492,80.283294677734,anonymous,EN,A1EN9IMH5K6QQ6,2.551,24.069,25.231,4,around half,3,1,2,4,Yes,41 or more,Yes,2.55,24.068,25.231,4,34.703,397.361,398.261,69,Boston Bull,Shih Tzu,Yorkshire Terrier,Irish Wolfhound,Yorkshire Terrier,Cocker Spaniel,Cocker Spaniel,Yorkshire Terrier,Saluki,Cocker Spaniel,Cocker Spaniel,Bloodhound,Shih Tzu,Shih Tzu,Yorkshire Terrier,Shih Tzu,Yorkshire Terrier,Cocker Spaniel,Golden retriever,Golden retriever,Boston Bull,Yorkshire Terrier,Bloodhound,Golden retriever,Bloodhound,Saluki,Irish Wolfhound,Saluki,Cocker Spaniel,Yorkshire Terrier,Bloodhound,Bloodhound,Boston Bull,Yorkshire Terrier,Shih Tzu,Yorkshire Terrier,Saluki,Irish Wolfhound,Bloodhound,Golden retriever,Bloodhound,Bloodhound,Shih Tzu,Boston Bull,Yorkshire Terrier,Cocker Spaniel,Yorkshire Terrier,Cocker Spaniel,Saluki,Cocker Spaniel,254222217
2017-11-12 02:45:58,2017-11-12 02:48:49,IP Address,182.65.194.93,100,171,True,2017-11-12 02:48:51,R_2AGyFW327HVofBn,,,,,13.083297729492,80.283294677734,anonymous,EN,AUQ6VQAPVMVJ7,3.582,26.415,27.948,8,around half,2,1,3,4,Yes,21 to 30,Yes,3.582,26.414,27.946,8,2.028,110.643,113.543,66,Yorkshire Terrier,Saluki,Yorkshire Terrier,Shih Tzu,Irish Wolfhound,Bloodhound,Golden retriever,Yorkshire Terrier,Irish Wolfhound,Boston Bull,Yorkshire Terrier,Yorkshire Terrier,Yorkshire Terrier,Yorkshire Terrier,Boston Bull,Cocker Spaniel,Cocker Spaniel,Cocker Spaniel,Golden retriever,Bloodhound,Golden retriever,Golden retriever,Golden retriever,Golden retriever,Golden retriever,Golden retriever,Golden retriever,Golden retriever,Cocker Spaniel,Cocker Spaniel,Cocker Spaniel,Cocker Spaniel,Cocker Spaniel,Cocker Spaniel,Cocker Spaniel,Cocker Spaniel,Yorkshire Terrier,Yorkshire Terrier,Yorkshire Terrier,Yorkshire Terrier,Boston Bull,Boston Bull,Boston Bull,Boston Bull,Boston Bull,Boston Bull,Boston Bull,Cocker Spaniel,Golden retriever,Cocker Spaniel,262595577
2017-11-12 02:43:55,2017-11-12 02:49:42,IP Address,95.86.29.189,100,347,True,2017-11-12 02:49:43,R_3qe5MzUjKW4DXz8,,,,,41.43310546875,22.011901855469,anonymous,EN," AKU8W6XB2OWVZ",17.155,32.927,33.72,4,around half,1,3,2,4,Maybe,11 to 20,No,17.154,32.926,33.72,4,13.236,290.757,292.385,56,Boston Bull,Shih Tzu,Shih Tzu,Cocker Spaniel,Irish Wolfhound,Golden retriever,Golden retriever,Yorkshire Terrier,Saluki,Shih Tzu,Shih Tzu,Bloodhound,Shih Tzu,Saluki,Saluki,Shih Tzu,Not A Dog,Cocker Spaniel,Cocker Spaniel,Golden retriever,Irish Wolfhound,Shih Tzu,Bloodhound,Golden retriever,Irish Wolfhound,Boston Bull,Cocker Spaniel,Shih Tzu,Saluki,Golden retriever,Shih Tzu,Cocker Spaniel,Cocker Spaniel,Boston Bull,Not A Dog,Shih Tzu,Boston Bull,Golden retriever,Saluki,Cocker Spaniel,Bloodhound,Irish Wolfhound,Boston Bull,Shih Tzu,Cocker Spaniel,Boston Bull,Bloodhound,Shih Tzu,Irish Wolfhound,Bloodhound,574839845
2017-11-12 02:41:49,2017-11-12 02:52:44,IP Address,82.60.39.177,100,654,True,2017-11-12 02:52:44,R_1GJ6UUuMenRe60P,,,,,42.227203369141,14.390197753906,anonymous,EN,A3FCBF2TVA1YXT,8.641,75.458,76.806,4,a lot more than half,3,2,1,4,Yes,41 or more,No,8.64,75.457,76.805,4,63.937,540.365,542.341,51,Boston Bull,Shih Tzu,Shih Tzu,Cocker Spaniel,Irish Wolfhound,Golden retriever,Golden retriever,Shih Tzu,Saluki,Shih Tzu,Yorkshire Terrier,Bloodhound,Yorkshire Terrier,Irish Wolfhound,Saluki,Yorkshire Terrier,Not A Dog,Shih Tzu,Golden retriever,Golden retriever,Irish Wolfhound,Shih Tzu,Bloodhound,Cocker Spaniel,Saluki,Boston Bull,Saluki,Cocker Spaniel,Irish Wolfhound,Golden retriever,Yorkshire Terrier,Saluki,Cocker Spaniel,Boston Bull,Not A Dog,Shih Tzu,Boston Bull,Golden retriever,Saluki,Golden retriever,Bloodhound,Saluki,Boston Bull,Shih Tzu,Bloodhound,Boston Bull,Irish Wolfhound,Shih Tzu,Irish Wolfhound,Bloodhound,797812613
