StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,worker_id,Timer0_First Click,Timer0_Last Click,Timer0_Page Submit,Timer0_Click Count,CQ1,CQ2_1,CQ2_2,CQ2_3,CQ2_4,CQ3,CQ4,CQ5,Timer1_First Click,Timer1_Last Click,Timer1_Page Submit,Timer1_Click Count,Timer2_First Click,Timer2_Last Click,Timer2_Page Submit,Timer2_Click Count,TQ1,TQ2,TQ3,TQ4,TQ5,TQ6,TQ7,TQ8,TQ9,TQ10,TQ11,TQ12,TQ13,TQ14,TQ15,TQ16,SQ1,TQ17,TQ18,TQ19,TQ20,TQ21,TQ22,TQ23,TQ24,TQ25,TQ26,TQ27,TQ28,TQ29,TQ30,TQ31,TQ32,TQ33,SQ2,TQ34,TQ35,TQ36,TQ37,TQ38,TQ39,TQ40,TQ41,TQ42,TQ43,TQ44,TQ45,TQ46,TQ47,TQ48,mTurkCode
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Please provide us your Amazon Mechanical Turk (AMT) Worker ID for payment:,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,What portion of your friends own pets?,Please rank your preferences to work with the following media: - Audio,Please rank your preferences to work with the following media: - Text,Please rank your preferences to work with the following media: - Images,Please rank your preferences to work with the following media: - Other,"Have your ever lived with any dogs in your household? If not, have you ever planned to own a dog?","On average, how many tasks on Amazon Mechanical Turk do you complete every week?",Do you use Linkedin? (no need to provide any links),Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,mTurkCode
"{""ImportId"":""startDate"",""timeZone"":""America/Los_Angeles""}","{""ImportId"":""endDate"",""timeZone"":""America/Los_Angeles""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Los_Angeles""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID208_TEXT""}","{""ImportId"":""QID212_FIRST_CLICK""}","{""ImportId"":""QID212_LAST_CLICK""}","{""ImportId"":""QID212_PAGE_SUBMIT""}","{""ImportId"":""QID212_CLICK_COUNT""}","{""ImportId"":""QID154""}","{""ImportId"":""QID155_1""}","{""ImportId"":""QID155_2""}","{""ImportId"":""QID155_3""}","{""ImportId"":""QID155_4""}","{""ImportId"":""QID156""}","{""ImportId"":""QID157""}","{""ImportId"":""QID158""}","{""ImportId"":""QID213_FIRST_CLICK""}","{""ImportId"":""QID213_LAST_CLICK""}","{""ImportId"":""QID213_PAGE_SUBMIT""}","{""ImportId"":""QID213_CLICK_COUNT""}","{""ImportId"":""QID47_FIRST_CLICK""}","{""ImportId"":""QID47_LAST_CLICK""}","{""ImportId"":""QID47_PAGE_SUBMIT""}","{""ImportId"":""QID47_CLICK_COUNT""}","{""ImportId"":""QID45""}","{""ImportId"":""QID160""}","{""ImportId"":""QID159""}","{""ImportId"":""QID161""}","{""ImportId"":""QID162""}","{""ImportId"":""QID163""}","{""ImportId"":""QID164""}","{""ImportId"":""QID165""}","{""ImportId"":""QID166""}","{""ImportId"":""QID167""}","{""ImportId"":""QID168""}","{""ImportId"":""QID169""}","{""ImportId"":""QID170""}","{""ImportId"":""QID171""}","{""ImportId"":""QID172""}","{""ImportId"":""QID173""}","{""ImportId"":""QID174""}","{""ImportId"":""QID175""}","{""ImportId"":""QID176""}","{""ImportId"":""QID177""}","{""ImportId"":""QID178""}","{""ImportId"":""QID179""}","{""ImportId"":""QID180""}","{""ImportId"":""QID181""}","{""ImportId"":""QID182""}","{""ImportId"":""QID183""}","{""ImportId"":""QID184""}","{""ImportId"":""QID185""}","{""ImportId"":""QID186""}","{""ImportId"":""QID187""}","{""ImportId"":""QID188""}","{""ImportId"":""QID189""}","{""ImportId"":""QID190""}","{""ImportId"":""QID191""}","{""ImportId"":""QID192""}","{""ImportId"":""QID193""}","{""ImportId"":""QID194""}","{""ImportId"":""QID195""}","{""ImportId"":""QID196""}","{""ImportId"":""QID197""}","{""ImportId"":""QID198""}","{""ImportId"":""QID199""}","{""ImportId"":""QID200""}","{""ImportId"":""QID201""}","{""ImportId"":""QID202""}","{""ImportId"":""QID203""}","{""ImportId"":""QID204""}","{""ImportId"":""QID205""}","{""ImportId"":""QID206""}","{""ImportId"":""QID207""}","{""ImportId"":""mTurkCode""}"
11/18/2017 7:53,11/18/2017 7:57,IP Address,108.198.193.127,100,212,TRUE,11/18/2017 7:57,R_3FWL7AGr2f4VroF,,,,,32.5171051,-90.13670349,anonymous,EN,A3JTMXHPNCUFNX,6.994,20.745,21.399,4,a lot more than half,3,2,1,4,Yes,41 or more,No,6.994,20.745,21.398,4,4.838,167.957,169.677,54,Boston Bull,Shih Tzu,Shih Tzu,Cocker Spaniel,Irish Wolfhound,Golden retriever,Cocker Spaniel,Yorkshire Terrier,Saluki,Shih Tzu,Yorkshire Terrier,Bloodhound,Shih Tzu,Irish Wolfhound,Saluki,Yorkshire Terrier,Not A Dog,Cocker Spaniel,Golden retriever,Golden retriever,Irish Wolfhound,Shih Tzu,Bloodhound,Cocker Spaniel,Saluki,Boston Bull,Saluki,Cocker Spaniel,Irish Wolfhound,Golden retriever,Yorkshire Terrier,Saluki,Cocker Spaniel,Boston Bull,Not A Dog,Shih Tzu,Boston Bull,Golden retriever,Bloodhound,Golden retriever,Bloodhound,Saluki,Boston Bull,Shih Tzu,Bloodhound,Boston Bull,Irish Wolfhound,Shih Tzu,Irish Wolfhound,Bloodhound,579515520
11/18/2017 7:54,11/18/2017 7:57,IP Address,98.233.230.152,100,223,TRUE,11/18/2017 7:57,R_XiU5l9ZheG1dWkF,,,,,39.43699646,-76.78179932,anonymous,EN,A7GYU5VL06V4M,3.479,22.447,23.454,4,a lot more than half,3,2,1,4,Yes,11 to 20,Yes,3.479,22.446,23.454,4,5.544,186.536,188.226,50,Boston Bull,Shih Tzu,Shih Tzu,Cocker Spaniel,Irish Wolfhound,Golden retriever,Golden retriever,Yorkshire Terrier,Irish Wolfhound,Shih Tzu,Yorkshire Terrier,Bloodhound,Shih Tzu,Irish Wolfhound,Saluki,Yorkshire Terrier,Not A Dog,Cocker Spaniel,Golden retriever,Golden retriever,Irish Wolfhound,Yorkshire Terrier,Bloodhound,Golden retriever,Saluki,Boston Bull,Saluki,Cocker Spaniel,Irish Wolfhound,Golden retriever,Yorkshire Terrier,Golden retriever,Cocker Spaniel,Boston Bull,Not A Dog,Shih Tzu,Boston Bull,Golden retriever,Bloodhound,Golden retriever,Bloodhound,Saluki,Boston Bull,Shih Tzu,Bloodhound,Boston Bull,Irish Wolfhound,Shih Tzu,Irish Wolfhound,Bloodhound,190975996
11/18/2017 7:56,11/18/2017 7:58,IP Address,104.10.82.85,100,123,TRUE,11/18/2017 7:58,R_2ZIiPYSdAMpsbbf,,,,,30.54229736,-97.91760254,anonymous,EN,ARG392N6HWZCJ,8.809,15.957,16.209,7,around half,4,1,2,3,Yes,21 to 30,Yes,8.809,15.957,16.209,7,1.137,92.43,95.902,60,Golden retriever,Yorkshire Terrier,Boston Bull,Shih Tzu,Saluki,Cocker Spaniel,Cocker Spaniel,Shih Tzu,Irish Wolfhound,Yorkshire Terrier,Boston Bull,Irish Wolfhound,Boston Bull,Yorkshire Terrier,Golden retriever,Shih Tzu,Yorkshire Terrier,Cocker Spaniel,Bloodhound,Boston Bull,Yorkshire Terrier,Cocker Spaniel,Bloodhound,Yorkshire Terrier,Boston Bull,Cocker Spaniel,Golden retriever,Boston Bull,Cocker Spaniel,Boston Bull,Bloodhound,Boston Bull,Boston Bull,Bloodhound,Not A Dog,Cocker Spaniel,Boston Bull,Golden retriever,Cocker Spaniel,Cocker Spaniel,Golden retriever,Bloodhound,Saluki,Cocker Spaniel,Yorkshire Terrier,Cocker Spaniel,Yorkshire Terrier,Golden retriever,Cocker Spaniel,Boston Bull,753728165
11/18/2017 7:54,11/18/2017 7:58,IP Address,173.75.58.119,100,229,TRUE,11/18/2017 7:58,R_2PbOpj2doqRWhpR,,,,,40.4066925,-80.1108017,anonymous,EN,A3UUY2UL6TZ55S  ,3.137,19.583,21.042,4,around half,3,2,1,4,Yes,21 to 30,Yes,3.137,19.582,21.042,4,5.464,195.071,196.423,53,Boston Bull,Yorkshire Terrier,Shih Tzu,Cocker Spaniel,Irish Wolfhound,Golden retriever,Saluki,Shih Tzu,Saluki,Yorkshire Terrier,Yorkshire Terrier,Bloodhound,Shih Tzu,Irish Wolfhound,Cocker Spaniel,Shih Tzu,Not A Dog,Yorkshire Terrier,Golden retriever,Golden retriever,Irish Wolfhound,Shih Tzu,Bloodhound,Golden retriever,Irish Wolfhound,Boston Bull,Saluki,Cocker Spaniel,Irish Wolfhound,Golden retriever,Shih Tzu,Cocker Spaniel,Cocker Spaniel,Boston Bull,Not A Dog,Yorkshire Terrier,Boston Bull,Golden retriever,Irish Wolfhound,Golden retriever,Golden retriever,Cocker Spaniel,Boston Bull,Yorkshire Terrier,Cocker Spaniel,Boston Bull,Irish Wolfhound,Yorkshire Terrier,Irish Wolfhound,Bloodhound,259910804
11/18/2017 7:53,11/18/2017 7:59,IP Address,98.219.149.28,100,305,TRUE,11/18/2017 7:59,R_12PCILdNvqA07BD,,,,,40.84410095,-80.62180328,anonymous,EN,AM5SUQD290VQM,4.997,24.159,25.002,5,around half,4,2,1,3,Yes,11 to 20,No,4.998,24.159,25.002,5,21.181,265.528,267.188,53,Boston Bull,Yorkshire Terrier,Yorkshire Terrier,Cocker Spaniel,Cocker Spaniel,Golden retriever,Shih Tzu,Saluki,Shih Tzu,Yorkshire Terrier,Yorkshire Terrier,Bloodhound,Shih Tzu,Irish Wolfhound,Saluki,Yorkshire Terrier,Not A Dog,Shih Tzu,Golden retriever,Golden retriever,Irish Wolfhound,Yorkshire Terrier,Bloodhound,Golden retriever,Saluki,Boston Bull,Cocker Spaniel,Shih Tzu,Irish Wolfhound,Golden retriever,Yorkshire Terrier,Golden retriever,Shih Tzu,Boston Bull,Not A Dog,Yorkshire Terrier,Boston Bull,Golden retriever,Cocker Spaniel,Golden retriever,Bloodhound,Cocker Spaniel,Boston Bull,Yorkshire Terrier,Bloodhound,Boston Bull,Irish Wolfhound,Shih Tzu,Irish Wolfhound,Bloodhound,257530215
11/18/2017 7:54,11/18/2017 8:00,IP Address,24.211.141.175,100,335,TRUE,11/18/2017 8:00,R_3R1HQAKV7d6Y2bP,,,,,35.91329956,-79.15920258,anonymous,EN,A34LSCB90T5KYE,9.45,40.512,41.527,8,around half,3,1,2,4,Yes,41 or more,No,9.457,40.512,41.526,8,1.396,257.318,258.825,53,Boston Bull,Yorkshire Terrier,Shih Tzu,Golden retriever,Irish Wolfhound,Golden retriever,Cocker Spaniel,Saluki,Saluki,Yorkshire Terrier,Yorkshire Terrier,Bloodhound,Shih Tzu,Irish Wolfhound,Saluki,Yorkshire Terrier,Not A Dog,Cocker Spaniel,Golden retriever,Golden retriever,Irish Wolfhound,Cocker Spaniel,Bloodhound,Golden retriever,Saluki,Boston Bull,Cocker Spaniel,Cocker Spaniel,Irish Wolfhound,Golden retriever,Yorkshire Terrier,Saluki,Cocker Spaniel,Boston Bull,Not A Dog,Shih Tzu,Boston Bull,Golden retriever,Irish Wolfhound,Cocker Spaniel,Bloodhound,Saluki,Boston Bull,Shih Tzu,Bloodhound,Boston Bull,Irish Wolfhound,Shih Tzu,Irish Wolfhound,Bloodhound,653171478
11/18/2017 7:58,11/18/2017 8:01,IP Address,117.98.155.164,100,158,TRUE,11/18/2017 8:01,R_1E6jjifT8BoZk9n,,,,,17.37530518,78.47439575,anonymous,EN,A13V13Y2DJGFT4,0.846,9.071,10.021,4,a lot less than half,3,4,1,2,Maybe,21 to 30,Yes,0.847,9.071,10.021,4,1.563,128.562,130.287,53,Bloodhound,Golden retriever,Yorkshire Terrier,Shih Tzu,Irish Wolfhound,Bloodhound,Cocker Spaniel,Saluki,Boston Bull,Irish Wolfhound,Bloodhound,Bloodhound,Golden retriever,Yorkshire Terrier,Boston Bull,Boston Bull,Not A Dog,Bloodhound,Irish Wolfhound,Boston Bull,Cocker Spaniel,Boston Bull,Yorkshire Terrier,Saluki,Yorkshire Terrier,Cocker Spaniel,Golden retriever,Saluki,Irish Wolfhound,Bloodhound,Saluki,Cocker Spaniel,Golden retriever,Shih Tzu,Golden retriever,Yorkshire Terrier,Shih Tzu,Cocker Spaniel,Boston Bull,Irish Wolfhound,Cocker Spaniel,Boston Bull,Bloodhound,Saluki,Bloodhound,Bloodhound,Yorkshire Terrier,Boston Bull,Shih Tzu,Boston Bull,652348029
11/18/2017 7:54,11/18/2017 8:01,IP Address,98.235.232.251,100,438,TRUE,11/18/2017 8:01,R_2salhZ3ArLZp8fx,,,,,40.29179382,-77.00219727,anonymous,EN,A2RK3W1GHYLED3,5.014,38.891,40.143,9,a lot more than half,1,2,3,4,Yes,0 to 10,No,5.013,38.891,40.142,9,6.526,380.235,381.613,226,Boston Bull,Cocker Spaniel,Shih Tzu,Yorkshire Terrier,Irish Wolfhound,Golden retriever,Golden retriever,Shih Tzu,Saluki,Shih Tzu,Yorkshire Terrier,Bloodhound,Shih Tzu,Irish Wolfhound,Saluki,Shih Tzu,Not A Dog,Cocker Spaniel,Golden retriever,Golden retriever,Irish Wolfhound,Yorkshire Terrier,Bloodhound,Golden retriever,Saluki,Boston Bull,Irish Wolfhound,Cocker Spaniel,Irish Wolfhound,Golden retriever,Yorkshire Terrier,Saluki,Cocker Spaniel,Boston Bull,Not A Dog,Yorkshire Terrier,Boston Bull,Golden retriever,Saluki,Golden retriever,Bloodhound,Saluki,Boston Bull,Shih Tzu,Bloodhound,Boston Bull,Irish Wolfhound,Shih Tzu,Irish Wolfhound,Bloodhound,683361487
