StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Timer1_First Click,Timer1_Last Click,Timer1_Page Submit,Timer1_Click Count,TQ1,TQ2,TQ3,TQ4,TQ5,TQ6,TQ7,TQ8,TQ9,TQ10,TQ11,TQ12,TQ13,TQ14,TQ15,TQ16,SQ1,TQ17,TQ18,TQ19,TQ20,TQ21,TQ22,TQ23,TQ24,TQ25,TQ26,TQ27,TQ28,TQ29,TQ30,TQ31,TQ32,TQ33,SQ2,TQ34,TQ35,TQ36,TQ37,TQ38,TQ39,TQ40,TQ41,TQ42,TQ43,TQ44,TQ45,TQ46,TQ47,TQ48,mTurkCode
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,Please identify the breed.,mTurkCode
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID47_FIRST_CLICK""}","{""ImportId"":""QID47_LAST_CLICK""}","{""ImportId"":""QID47_PAGE_SUBMIT""}","{""ImportId"":""QID47_CLICK_COUNT""}","{""ImportId"":""QID45""}","{""ImportId"":""QID48""}","{""ImportId"":""QID49""}","{""ImportId"":""QID50""}","{""ImportId"":""QID51""}","{""ImportId"":""QID53""}","{""ImportId"":""QID55""}","{""ImportId"":""QID57""}","{""ImportId"":""QID59""}","{""ImportId"":""QID61""}","{""ImportId"":""QID63""}","{""ImportId"":""QID65""}","{""ImportId"":""QID67""}","{""ImportId"":""QID69""}","{""ImportId"":""QID71""}","{""ImportId"":""QID73""}","{""ImportId"":""QID75""}","{""ImportId"":""QID77""}","{""ImportId"":""QID79""}","{""ImportId"":""QID81""}","{""ImportId"":""QID83""}","{""ImportId"":""QID85""}","{""ImportId"":""QID87""}","{""ImportId"":""QID89""}","{""ImportId"":""QID91""}","{""ImportId"":""QID93""}","{""ImportId"":""QID95""}","{""ImportId"":""QID97""}","{""ImportId"":""QID99""}","{""ImportId"":""QID101""}","{""ImportId"":""QID103""}","{""ImportId"":""QID105""}","{""ImportId"":""QID107""}","{""ImportId"":""QID109""}","{""ImportId"":""QID145""}","{""ImportId"":""QID111""}","{""ImportId"":""QID113""}","{""ImportId"":""QID115""}","{""ImportId"":""QID117""}","{""ImportId"":""QID119""}","{""ImportId"":""QID121""}","{""ImportId"":""QID123""}","{""ImportId"":""QID125""}","{""ImportId"":""QID127""}","{""ImportId"":""QID129""}","{""ImportId"":""QID131""}","{""ImportId"":""QID133""}","{""ImportId"":""QID135""}","{""ImportId"":""QID137""}","{""ImportId"":""QID139""}","{""ImportId"":""mTurkCode""}"
2017-10-23 04:58:10,2017-10-23 05:30:38,IP Address,151.237.52.210,100,1948,True,2017-10-23 05:30:39,R_2atz4u7X0nzvPql,,,,,42.683303833008,23.316696166992,anonymous,EN,3.698,432.738,433.301,54,Boston Bull,Shih Tzu,Saluki,Yorkshire Terrier,Yorkshire Terrier,Golden retriever,Golden retriever,Yorkshire Terrier,Irish wolfhound,Shih Tzu,Bloodhound,Bloodhound,Yorkshire Terrier,Bloodhound,Irish wolfhound,Shih Tzu,Not A Dog,Golden retriever,Irish wolfhound,Golden retriever,Bloodhound,Yorkshire Terrier,Bloodhound,Saluki,Irish wolfhound,Boston Bull,Saluki,Cocker Spaniel,Yorkshire Terrier,Golden retriever,Shih Tzu,Irish wolfhound,Cocker Spaniel,Boston Bull,Not A Dog,Shih Tzu,Boston Bull,Golden retriever,Irish wolfhound,Golden retriever,Boston Bull,Irish wolfhound,Boston Bull,Shih Tzu,Bloodhound,Boston Bull,Bloodhound,Shih Tzu,Yorkshire Terrier,Yorkshire Terrier,
2017-10-23 09:19:06,2017-10-23 09:21:42,IP Address,172.58.40.163,100,155,True,2017-10-23 09:21:42,R_z103WKt99cwuDTj,,,,,47.252899169922,-122.44430541992,anonymous,EN,0.682,115.808,116.896,236,Boston Bull,Shih Tzu,Shih Tzu,Boston Bull,Cocker Spaniel,Yorkshire Terrier,Yorkshire Terrier,Shih Tzu,Boston Bull,Boston Bull,Golden retriever,Golden retriever,Boston Bull,Yorkshire Terrier,Shih Tzu,Saluki,Not A Dog,Boston Bull,Shih Tzu,Yorkshire Terrier,Cocker Spaniel,Saluki,Golden retriever,Yorkshire Terrier,Boston Bull,Cocker Spaniel,Cocker Spaniel,Yorkshire Terrier,Saluki,Shih Tzu,Yorkshire Terrier,Cocker Spaniel,Boston Bull,Shih Tzu,Golden retriever,Shih Tzu,Boston Bull,Golden retriever,Boston Bull,Boston Bull,Cocker Spaniel,Boston Bull,Yorkshire Terrier,Saluki,Shih Tzu,Cocker Spaniel,Shih Tzu,Bloodhound,Boston Bull,Boston Bull,
2017-10-24 05:31:37,2017-10-24 05:52:17,IP Address,46.10.211.46,100,1239,True,2017-10-24 05:52:17,R_XAlT52pWmxfQg9P,,,,,42.683303833008,23.316696166992,anonymous,EN,7.137,599.815,602.368,50,Boston Bull,Shih Tzu,Shih Tzu,Cocker Spaniel,Irish wolfhound,Golden retriever,Cocker Spaniel,Yorkshire Terrier,Saluki,Shih Tzu,Yorkshire Terrier,Bloodhound,Shih Tzu,Irish wolfhound,Saluki,Yorkshire Terrier,Not A Dog,Cocker Spaniel,Saluki,Golden retriever,Irish wolfhound,Saluki,Bloodhound,Cocker Spaniel,Saluki,Boston Bull,Saluki,Shih Tzu,Irish wolfhound,Golden retriever,Shih Tzu,Saluki,Cocker Spaniel,Boston Bull,Not A Dog,Yorkshire Terrier,Boston Bull,Golden retriever,Saluki,Cocker Spaniel,Golden retriever,Saluki,Boston Bull,Shih Tzu,Bloodhound,Boston Bull,Irish wolfhound,Shih Tzu,Irish wolfhound,Bloodhound,993125452
2017-10-24 06:53:12,2017-10-24 06:59:34,IP Address,85.118.68.237,100,382,True,2017-10-24 06:59:35,R_3FJWXrM9y9Ddcol,,,,,42.683303833008,23.316696166992,anonymous,EN,4.197,333.963,334.823,245,Boston Bull,Saluki,Shih Tzu,Cocker Spaniel,Irish wolfhound,Golden retriever,Yorkshire Terrier,Saluki,Irish wolfhound,Yorkshire Terrier,Cocker Spaniel,Bloodhound,Shih Tzu,Irish wolfhound,Saluki,Shih Tzu,Not A Dog,Cocker Spaniel,Bloodhound,Golden retriever,Yorkshire Terrier,Cocker Spaniel,Bloodhound,Cocker Spaniel,Irish wolfhound,Boston Bull,Saluki,Yorkshire Terrier,Yorkshire Terrier,Golden retriever,Shih Tzu,Cocker Spaniel,Yorkshire Terrier,Boston Bull,Not A Dog,Cocker Spaniel,Boston Bull,Golden retriever,Bloodhound,Cocker Spaniel,Golden retriever,Irish wolfhound,Boston Bull,Shih Tzu,Yorkshire Terrier,Boston Bull,Cocker Spaniel,Shih Tzu,Saluki,Bloodhound,436665960
2017-10-24 13:06:19,2017-10-24 13:10:49,IP Address,94.197.120.90,100,270,True,2017-10-24 13:10:50,R_2fxGyaMfse1ob6b,,,,,51.473602294922,-0.091598510742188,anonymous,EN,1.062,254.888,255.749,254,Boston Bull,Shih Tzu,Yorkshire Terrier,Cocker Spaniel,Irish wolfhound,Golden retriever,Golden retriever,Yorkshire Terrier,Saluki,Shih Tzu,Yorkshire Terrier,Bloodhound,Yorkshire Terrier,Irish wolfhound,Saluki,Yorkshire Terrier,Not A Dog,Cocker Spaniel,Saluki,Golden retriever,Irish wolfhound,Yorkshire Terrier,Bloodhound,Cocker Spaniel,Saluki,Boston Bull,Irish wolfhound,Cocker Spaniel,Irish wolfhound,Golden retriever,Shih Tzu,Saluki,Cocker Spaniel,Boston Bull,Not A Dog,Yorkshire Terrier,Boston Bull,Golden retriever,Bloodhound,Golden retriever,Bloodhound,Saluki,Boston Bull,Shih Tzu,Bloodhound,Boston Bull,Irish wolfhound,Shih Tzu,Irish wolfhound,Bloodhound,436012325
2017-10-24 13:06:42,2017-10-24 13:15:52,IP Address,90.213.34.167,100,549,True,2017-10-24 13:15:52,R_3G8JjvPxjNu8CKl,,,,,52.199996948242,0.11669921875,anonymous,EN,2.721,485.327,489.296,59,Boston Bull,Shih Tzu,Shih Tzu,Cocker Spaniel,Irish wolfhound,Golden retriever,Cocker Spaniel,Yorkshire Terrier,Saluki,Shih Tzu,Yorkshire Terrier,Bloodhound,Shih Tzu,Irish wolfhound,Saluki,Yorkshire Terrier,Not A Dog,Cocker Spaniel,Saluki,Golden retriever,Irish wolfhound,Yorkshire Terrier,Bloodhound,Cocker Spaniel,Saluki,Boston Bull,Saluki,Cocker Spaniel,Irish wolfhound,Golden retriever,Yorkshire Terrier,Golden retriever,Cocker Spaniel,Boston Bull,Not A Dog,Yorkshire Terrier,Boston Bull,Golden retriever,Bloodhound,Golden retriever,Bloodhound,Saluki,Boston Bull,Shih Tzu,Bloodhound,Boston Bull,Irish wolfhound,Shih Tzu,Irish wolfhound,Bloodhound,773245665
2017-10-24 13:19:39,2017-10-24 13:28:21,IP Address,151.237.52.210,100,522,True,2017-10-24 13:28:22,R_2aIGE20HZsFYk5I,,,,,42.683303833008,23.316696166992,anonymous,EN,3.744,470.204,472.615,333,Shih Tzu,Shih Tzu,Yorkshire Terrier,Bloodhound,Irish wolfhound,Golden retriever,Cocker Spaniel,Yorkshire Terrier,Saluki,Shih Tzu,Yorkshire Terrier,Bloodhound,Shih Tzu,Irish wolfhound,Saluki,Yorkshire Terrier,Not A Dog,Cocker Spaniel,Saluki,Golden retriever,Irish wolfhound,Cocker Spaniel,Bloodhound,Cocker Spaniel,Saluki,Shih Tzu,Saluki,Cocker Spaniel,Irish wolfhound,Golden retriever,Yorkshire Terrier,Saluki,Cocker Spaniel,Boston Bull,Not A Dog,Yorkshire Terrier,Boston Bull,Golden retriever,Bloodhound,Cocker Spaniel,Golden retriever,Saluki,Boston Bull,Shih Tzu,Bloodhound,Boston Bull,Irish wolfhound,Shih Tzu,Saluki,Bloodhound,889480068
2017-10-24 13:21:37,2017-10-24 13:30:51,IP Address,87.113.196.115,100,553,True,2017-10-24 13:30:52,R_1Iz6kl2i1tY8ZlS,,,,,51.496398925781,-0.12240600585938,anonymous,EN,2.034,508.896,510.496,313,Boston Bull,Shih Tzu,Shih Tzu,Cocker Spaniel,Irish wolfhound,Golden retriever,Golden retriever,Saluki,Yorkshire Terrier,Shih Tzu,Yorkshire Terrier,Bloodhound,Shih Tzu,Irish wolfhound,Yorkshire Terrier,Shih Tzu,Shih Tzu,Cocker Spaniel,Yorkshire Terrier,Golden retriever,Irish wolfhound,Cocker Spaniel,Bloodhound,Yorkshire Terrier,Yorkshire Terrier,Boston Bull,Yorkshire Terrier,Cocker Spaniel,Irish wolfhound,Golden retriever,Shih Tzu,Yorkshire Terrier,Cocker Spaniel,Boston Bull,Shih Tzu,Shih Tzu,Boston Bull,Golden retriever,Yorkshire Terrier,Cocker Spaniel,Golden retriever,Yorkshire Terrier,Boston Bull,Shih Tzu,Bloodhound,Boston Bull,Irish wolfhound,Shih Tzu,Irish wolfhound,Saluki,580730752
