"","worker_id","one","two","three"
"1","A10HEV2856GIQL",0.470588235294118,0.529411764705882,0.117647058823529
"2","A10TT0QTE6FNQQ",1,0.941176470588235,1
"3","A10XK0DWEXO5BY",0.470588235294118,0.352941176470588,0.647058823529412
"4","A1131ZL7O5GM6R",1,0.941176470588235,0.941176470588235
"5","A11QDNT3W7DT7K",0.823529411764706,0.705882352941177,0.823529411764706
"6","A128ibd72ucel3",0.823529411764706,0.882352941176471,1
"7","A12JFHCJC680PV",0.411764705882353,0.0588235294117647,0.0588235294117647
"8","A12ZSUQS35AIM4",0.941176470588235,0.882352941176471,0.823529411764706
"9","A1320NEHBNZ8FM",0.941176470588235,0.941176470588235,1
"10","A13FA7YOB3JAYN",0.882352941176471,0.941176470588235,0.764705882352941
"11","A13LPB1S3H6X4G",0.294117647058824,0.470588235294118,0.352941176470588
"12","A13Z8G7A82NJIN",0.941176470588235,0.941176470588235,1
"13","A14QUTGEXRV4R5",0.823529411764706,0.647058823529412,0.764705882352941
"14","A14X9MMC9P7XI8",1,1,1
"15","A15X6O2JE40VGB",1,0.941176470588235,1
"16","A160ZTD45HEUM5",0.705882352941177,0.823529411764706,0.705882352941177
"17","A1689Q1Z4NNDY6",0.764705882352941,0.882352941176471,0.941176470588235
"18","A17VXAMGTXV1FL",0.941176470588235,0.882352941176471,0.941176470588235
"19","A18Q2TSYBDWQU1",0.941176470588235,0.941176470588235,0.941176470588235
"20","A194R45ACMQEOR",0.0588235294117647,0.117647058823529,0.0588235294117647
"21","A19D4RBBDRNCUB",0.941176470588235,0.823529411764706,0.823529411764706
"22","A1B2V27QSGPT6W",0.941176470588235,0.882352941176471,0.941176470588235
"23","A1B54URWGA0WFB",1,1,0.941176470588235
"24","A1BMDP2T330DY2",1,0.941176470588235,0.882352941176471
"25","A1C2LRGS40747I",0.705882352941177,0.588235294117647,0.647058823529412
"26","A1COU26U8QXCW9",0.941176470588235,0.941176470588235,0.941176470588235
"27","A1D1I8MXYZIXHW",1,0.941176470588235,1
"28","A1DWTWQBTQLI6I",0.117647058823529,0.117647058823529,0.176470588235294
"29","A1E2K9Z2G98EDK",0.941176470588235,0.941176470588235,0.823529411764706
